Incident_Number,X,Y,Time,Date,Hour,Day,DayN,Month,Year,Council_District,Neighbourhood_Name
2015991721,3114368.094,10077021.95,38:00.0,09/04/2015,2138,Thursday,5,4,2015,9,WEST UNIVERSITY
20153131321,3114384.092,10077126.95,57:00.0,09/11/2015,1757,Monday,2,11,2015,9,WEST UNIVERSITY
2016100564,3114427.095,10077495.95,35:00.0,10/01/2016,935,Sunday,1,1,2016,9,WEST UNIVERSITY
2016110964,3114499.102,10078543.95,00:00.0,06/01/2016,2200,Wednesday,4,1,2016,9,WEST UNIVERSITY
2016610099,3114041.114,10080774.96,43:00.0,01/03/2016,143,Tuesday,3,3,2016,9,WEST UNIVERSITY
20161240629,3111305.092,10076487.95,09:00.0,03/05/2016,1109,Tuesday,3,5,2016,9,WEST UNIVERSITY
20173051659,3114430.104,10078998.95,30:00.0,01/11/2017,2030,Wednesday,4,11,2017,9,WEST UNIVERSITY
20173350154,3113971.094,10076881.95,30:00.0,01/12/2017,130,Friday,6,12,2017,9,WEST UNIVERSITY
2018331565,3113986.089,10075994.95,49:00.0,02/02/2018,2049,Friday,6,2,2018,9,WEST UNIVERSITY
20183121721,3113995.089,10076156.95,08:00.0,08/11/2018,2108,Thursday,5,11,2018,9,WEST UNIVERSITY
20183121758,3113995.089,10076156.95,31:00.0,08/11/2018,2331,Thursday,5,11,2018,9,WEST UNIVERSITY
20161740288,3128624.064,10072895.94,31:00.0,22/06/2016,631,Wednesday,4,6,2016,3,MLK
20181400666,3129407.052,10070554.93,30:00.0,20/05/2018,1130,Sunday,1,5,2018,3,MLK
20162560448,3128624.064,10072895.94,30:00.0,10/09/2016,2130,Saturday,7,9,2016,3,MLK
20151191901,3131270.087,10076531.96,00:00.0,29/04/2015,2200,Wednesday,4,4,2015,1,MLK
20151791090,3126864.096,10078019.96,08:00.0,28/06/2015,1508,Sunday,1,6,2015,1,MLK
20151950580,3132964.094,10077516.96,00:00.0,13/07/2015,2000,Monday,2,7,2015,1,MLK
2016861214,3126946.089,10076559.96,39:00.0,26/03/2016,1739,Saturday,7,3,2016,1,MLK
2017501422,3128956.057,10071632.94,55:00.0,19/02/2017,1955,Sunday,1,2,2017,1,MLK
2017872075,3129980.061,10072497.94,49:00.0,28/03/2017,2349,Tuesday,3,3,2017,1,MLK
20171121435,3129935.076,10074763.95,22:00.0,22/04/2017,1922,Saturday,7,4,2017,1,MLK
20171121442,3134487.113,10080445.98,26:00.0,22/04/2017,1926,Saturday,7,4,2017,1,MLK
20171661763,3129251.054,10071246.94,45:00.0,15/06/2017,2145,Thursday,5,6,2017,1,MLK
20171701683,3131642.124,10082114.98,06:00.0,19/06/2017,2106,Monday,2,6,2017,1,MLK
20173551374,3125495.102,10078602.96,12:00.0,21/12/2017,1912,Thursday,5,12,2017,1,MLK
20173641283,3134487.113,10080445.98,11:00.0,30/12/2017,2011,Saturday,7,12,2017,1,MLK
20181371328,3129345.057,10071525.94,32:00.0,17/05/2018,1732,Thursday,5,5,2018,1,MLK
20183231530,3131556.119,10081652.98,19:00.0,19/11/2018,2119,Monday,2,11,2018,1,MLK
2015720243,3132180.094,10077492.96,50:00.0,13/03/2015,250,Friday,6,3,2015,1,MLK
2015840504,3131556.119,10081652.98,34:00.0,25/03/2015,934,Wednesday,4,3,2015,1,MLK
20151390412,3129980.061,10072497.94,00:00.0,19/05/2015,700,Tuesday,3,5,2015,1,MLK
20151400379,3129345.057,10071525.94,00:00.0,20/05/2015,700,Wednesday,4,5,2015,1,MLK
2015460935,3129980.061,10072497.94,00:00.0,14/02/2015,300,Saturday,7,2,2015,1,MLK
2016840452,3129251.054,10071246.94,45:00.0,24/03/2016,345,Thursday,5,3,2016,1,MLK
20162020710,3128857.082,10075370.95,00:00.0,19/07/2016,600,Tuesday,3,7,2016,1,MLK
20171180120,3130111.059,10072136.94,10:00.0,28/04/2017,110,Friday,6,4,2017,1,MLK
20181760654,3134487.113,10080445.98,43:00.0,25/06/2018,1043,Monday,2,6,2018,1,MLK
201520100,3130034.078,10075024.95,15:00.0,02/01/2015,115,Friday,6,1,2015,1,MLK
20152761011,3134412.111,10080137.98,48:00.0,03/10/2015,1348,Saturday,7,10,2015,1,MLK
20153050927,3131642.124,10082114.98,00:00.0,01/11/2015,600,Sunday,1,11,2015,1,MLK
20152751662,3128956.057,10071632.94,30:00.0,02/10/2015,1930,Friday,6,10,2015,1,MLK
2016421327,3134487.113,10080445.98,20:00.0,11/02/2016,1620,Thursday,5,2,2016,1,MLK
20161000768,3134487.113,10080445.98,46:00.0,09/04/2016,1146,Saturday,7,4,2016,1,MLK
20161321625,3129980.061,10072497.94,49:00.0,11/05/2016,2049,Wednesday,4,5,2016,1,MLK
20161621660,3131712.121,10081960.98,30:00.0,10/06/2016,1930,Friday,6,6,2016,1,MLK
20162190323,3128514.067,10073218.94,51:00.0,06/08/2016,351,Saturday,7,8,2016,1,MLK
20162540047,3126444.088,10076556.95,10:00.0,10/09/2016,10,Saturday,7,9,2016,1,MLK
20162561142,3129534.059,10071929.94,18:00.0,12/09/2016,18,Monday,2,9,2016,1,MLK
201712080,3126864.096,10078019.96,20:00.0,01/01/2017,1820,Sunday,1,1,2017,1,MLK
20172441946,3127570.095,10077674.96,37:00.0,01/09/2017,2237,Friday,6,9,2017,1,MLK
20173381507,3130793.074,10074304.95,30:00.0,04/12/2017,1830,Monday,2,12,2017,1,MLK
20182840486,3128611.07,10073695.95,53:00.0,11/10/2018,1053,Thursday,5,10,2018,1,MLK
20152091079,3111466.029,10059895.94,31:00.0,28/07/2015,1431,Tuesday,3,7,2015,9,SOUTH RIVER CITY
20153241438,3112588.025,10063621.93,41:00.0,20/11/2015,1741,Friday,6,11,2015,9,SOUTH RIVER CITY
20151051627,3111657.029,10059741.94,41:00.0,15/04/2015,2141,Wednesday,4,4,2015,9,SOUTH RIVER CITY
2016551499,3111670.028,10061518.94,42:00.0,24/02/2016,2242,Wednesday,4,2,2016,9,SOUTH RIVER CITY
20161101543,3111577.029,10060011.94,07:00.0,19/04/2016,2007,Tuesday,3,4,2016,9,SOUTH RIVER CITY
20162441164,3113141.038,10066550.93,50:00.0,31/08/2016,1550,Wednesday,4,8,2016,9,SOUTH RIVER CITY
2018792221,3111547.028,10060028.94,13:00.0,20/03/2018,2013,Tuesday,3,3,2018,9,SOUTH RIVER CITY
20181731370,3115798.024,10064178.92,00:00.0,22/06/2018,1600,Friday,6,6,2018,9,SOUTH RIVER CITY
2015792238,3114704.029,10065150.92,29:00.0,20/03/2015,1029,Friday,6,3,2015,9,SOUTH RIVER CITY
20172420241,3111547.028,10060028.94,16:00.0,30/08/2017,516,Wednesday,4,8,2017,9,SOUTH RIVER CITY
2018500305,3115575.027,10059681.93,55:00.0,19/02/2018,655,Monday,2,2,2018,9,SOUTH RIVER CITY
20162190847,3111689.028,10061634.93,05:00.0,04/08/2016,805,Thursday,5,8,2016,9,SOUTH RIVER CITY
20163131658,3113832.026,10059813.94,31:00.0,08/11/2016,1931,Tuesday,3,11,2016,9,SOUTH RIVER CITY
20171540935,3111284.029,10059972.94,22:00.0,03/06/2017,1322,Saturday,7,6,2017,9,SOUTH RIVER CITY
2018710251,3116440.024,10063721.92,40:00.0,12/03/2018,440,Monday,2,3,2018,9,SOUTH RIVER CITY
2018961911,3115482.024,10063394.93,32:00.0,07/04/2018,32,Saturday,7,4,2018,9,SOUTH RIVER CITY
20182481224,3111945.026,10062423.93,35:00.0,05/09/2018,1635,Wednesday,4,9,2018,9,SOUTH RIVER CITY
20182520126,3114980.027,10059605.94,57:00.0,09/09/2018,357,Sunday,1,9,2018,9,SOUTH RIVER CITY
20163001634,3132205.053,10071015.94,15:00.0,26/10/2016,1815,Wednesday,4,10,2016,3,MLK-183
20182951747,3130661.064,10072594.94,09:00.0,22/10/2018,2209,Monday,2,10,2018,3,MLK-183
20183191141,3130918.064,10072818.94,16:00.0,15/11/2018,1516,Thursday,5,11,2018,3,MLK-183
2017380176,3131576.058,10071761.94,00:00.0,07/02/2017,300,Tuesday,3,2,2017,3,MLK-183
20182500421,3130661.064,10072594.94,05:00.0,07/09/2018,805,Friday,6,9,2018,3,MLK-183
20182830914,3131257.059,10071777.94,36:00.0,10/10/2018,1336,Wednesday,4,10,2018,3,MLK-183
20183360472,3130661.064,10072594.94,53:00.0,02/12/2018,653,Sunday,1,12,2018,3,MLK-183
20151951683,3136578.079,10075172.96,26:00.0,14/07/2015,2026,Tuesday,3,7,2015,1,MLK-183
2015301668,3134552.083,10075861.96,12:00.0,30/01/2015,2012,Friday,6,1,2015,1,MLK-183
20155038335,3134991.095,10077590.96,45:00.0,19/08/2015,1545,Wednesday,4,8,2015,1,MLK-183
2016201596,3132252.074,10074589.95,59:00.0,20/01/2016,2159,Wednesday,4,1,2016,1,MLK-183
20161441932,3136578.079,10075172.96,20:00.0,23/05/2016,2320,Monday,2,5,2016,1,MLK-183
20163241530,3136578.079,10075172.96,00:00.0,19/11/2016,2100,Saturday,7,11,2016,1,MLK-183
2017871771,3134567.071,10073794.95,30:00.0,26/03/2017,2130,Sunday,1,3,2017,1,MLK-183
20171181137,3139012.107,10079472.98,30:00.0,28/04/2017,1430,Friday,6,4,2017,1,MLK-183
20172971551,3139416.111,10080024.98,20:00.0,24/10/2017,2020,Tuesday,3,10,2017,1,MLK-183
20173270854,3133744.093,10077672.96,11:00.0,23/11/2017,1811,Thursday,5,11,2017,1,MLK-183
2018231064,3136578.079,10075172.96,59:00.0,23/01/2018,1859,Tuesday,3,1,2018,1,MLK-183
20183231283,3132992.084,10076181.96,39:00.0,19/11/2018,1839,Monday,2,11,2018,1,MLK-183
2018180347,3136578.079,10075172.96,56:00.0,18/01/2018,756,Thursday,5,1,2018,1,MLK-183
20182710110,3137074.057,10072034.94,48:00.0,28/09/2018,148,Friday,6,9,2018,1,MLK-183
20183340111,3139894.096,10078032.97,25:00.0,30/11/2018,125,Friday,6,11,2018,1,MLK-183
2015770103,3140516.103,10079047.98,55:00.0,18/03/2015,55,Wednesday,4,3,2015,1,MLK-183
20161020177,3133538.065,10073190.95,54:00.0,11/04/2016,354,Monday,2,4,2016,1,MLK-183
20161272153,3137547.068,10073939.95,41:00.0,06/05/2016,2341,Friday,6,5,2016,1,MLK-183
20162470238,3134272.084,10075796.95,22:00.0,03/09/2016,222,Saturday,7,9,2016,1,MLK-183
20162491798,3137547.068,10073939.95,24:00.0,05/09/2016,124,Monday,2,9,2016,1,MLK-183
20162541608,3137609.072,10074107.95,27:00.0,10/09/2016,1927,Saturday,7,9,2016,1,MLK-183
20171300970,3133570.067,10073274.94,05:00.0,10/05/2017,1405,Wednesday,4,5,2017,1,MLK-183
20171921839,3136578.079,10075172.96,28:00.0,11/07/2017,2228,Tuesday,3,7,2017,1,MLK-183
20172451136,3140308.098,10078480.97,27:00.0,02/09/2017,1627,Saturday,7,9,2017,1,MLK-183
20173420244,3140020.095,10078041.97,56:00.0,08/12/2017,456,Friday,6,12,2017,1,MLK-183
20181270885,3133744.093,10077672.96,51:00.0,07/05/2018,1351,Monday,2,5,2018,1,MLK-183
20181280126,3136578.079,10075172.96,30:00.0,08/05/2018,130,Tuesday,3,5,2018,1,MLK-183
20181522012,3136578.079,10075172.96,43:00.0,01/06/2018,2243,Friday,6,6,2018,1,MLK-183
20181630614,3133744.093,10077672.96,49:00.0,12/06/2018,949,Tuesday,3,6,2018,1,MLK-183
20181840496,3132916.072,10073996.95,21:00.0,03/07/2018,821,Tuesday,3,7,2018,1,MLK-183
20182740028,3136578.079,10075172.96,10:00.0,01/10/2018,10,Monday,2,10,2018,1,MLK-183
20151750027,3107451.079,10072190.96,00:00.0,23/06/2015,1900,Tuesday,3,6,2015,9,OLD WEST AUSTIN
20162061253,3106792.089,10073781.96,34:00.0,24/07/2016,1734,Sunday,1,7,2016,9,OLD WEST AUSTIN
20152820196,3107512.102,10076498.96,24:00.0,09/10/2015,524,Friday,6,10,2015,9,OLD WEST AUSTIN
20172750226,3109812.069,10071193.95,23:00.0,02/10/2017,523,Monday,2,10,2017,9,OLD WEST AUSTIN
2018421190,3111051.075,10073363.95,15:00.0,11/02/2018,2015,Sunday,1,2,2018,9,OLD WEST AUSTIN
20182790406,3109195.066,10070824.95,43:00.0,06/10/2018,643,Saturday,7,10,2018,9,OLD WEST AUSTIN
20151781980,3106904.037,10062212.95,15:00.0,27/06/2015,2215,Saturday,7,6,2015,9,BOULDIN CREEK
20151990741,3107225.039,10062324.95,00:00.0,17/07/2015,2200,Friday,6,7,2015,9,BOULDIN CREEK
2016201634,3108535.035,10063445.94,19:00.0,20/01/2016,2119,Wednesday,4,1,2016,9,BOULDIN CREEK
20161760092,3112272.043,10067824.93,45:00.0,23/06/2016,2245,Thursday,5,6,2016,9,BOULDIN CREEK
2017901856,3110338.03,10062708.94,29:00.0,31/03/2017,2229,Friday,6,3,2017,9,BOULDIN CREEK
20171741092,3111199.031,10060298.94,51:00.0,23/06/2017,1351,Friday,6,6,2017,9,BOULDIN CREEK
20172611632,3109747.032,10061003.94,16:00.0,18/09/2017,2216,Monday,2,9,2017,9,BOULDIN CREEK
2015750248,3109813.032,10062060.94,50:00.0,16/03/2015,350,Monday,2,3,2015,9,BOULDIN CREEK
2017740269,3111354.029,10062443.93,00:00.0,15/03/2017,400,Wednesday,4,3,2017,9,BOULDIN CREEK
20171760574,3106732.04,10062401.95,03:00.0,25/06/2017,803,Sunday,1,6,2017,9,BOULDIN CREEK
20171960182,3109982.032,10062557.94,09:00.0,15/07/2017,209,Saturday,7,7,2017,9,BOULDIN CREEK
20172110162,3112098.042,10067176.93,43:00.0,30/07/2017,143,Sunday,1,7,2017,9,BOULDIN CREEK
20172600602,3109880.032,10061108.94,58:00.0,17/09/2017,858,Sunday,1,9,2017,9,BOULDIN CREEK
20173310132,3110472.036,10065422.93,47:00.0,27/11/2017,247,Monday,2,11,2017,9,BOULDIN CREEK
20163200025,3111979.047,10067988.93,17:00.0,15/11/2016,17,Tuesday,3,11,2016,9,BOULDIN CREEK
2015111354,3108579.035,10063488.94,45:00.0,12/01/2015,45,Monday,2,1,2015,9,BOULDIN CREEK
20153121384,3112337.042,10067682.93,30:00.0,08/11/2015,1830,Sunday,1,11,2015,9,BOULDIN CREEK
20172141167,3109718.033,10061018.95,51:00.0,02/08/2017,1751,Wednesday,4,8,2017,9,BOULDIN CREEK
20173460210,3110773.029,10060852.94,56:00.0,12/12/2017,456,Tuesday,3,12,2017,9,BOULDIN CREEK
20181240081,3109819.034,10061141.94,58:00.0,04/05/2018,58,Friday,6,5,2018,9,BOULDIN CREEK
20181301214,3111199.031,10060298.94,13:00.0,10/05/2018,1613,Thursday,5,5,2018,9,BOULDIN CREEK
20185031280,3109880.032,10061108.94,00:00.0,07/08/2018,2000,Tuesday,3,8,2018,9,BOULDIN CREEK
20152571834,3135009.253,10101721.08,55:00.0,14/09/2015,2255,Monday,2,9,2015,1,WALNUT CREEK--PIONEER HILL
20161721731,3140467.204,10093636.05,18:00.0,20/06/2016,2218,Monday,2,6,2016,1,WALNUT CREEK--PIONEER HILL
20163561548,3139211.223,10096719.07,12:00.0,21/12/2016,2212,Wednesday,4,12,2016,1,WALNUT CREEK--PIONEER HILL
20172351839,3133642.199,10093860.03,52:00.0,23/08/2017,2352,Wednesday,4,8,2017,1,WALNUT CREEK--PIONEER HILL
20173020943,3136985.214,10095698.05,52:00.0,29/10/2017,1352,Sunday,1,10,2017,1,WALNUT CREEK--PIONEER HILL
20181101950,3140603.204,10093662.05,30:00.0,20/04/2018,2330,Friday,6,4,2018,1,WALNUT CREEK--PIONEER HILL
2018570205,3134169.2,10093755.03,24:00.0,26/02/2018,524,Monday,2,2,2018,1,WALNUT CREEK--PIONEER HILL
20183240193,3137676.213,10095363.05,16:00.0,20/11/2018,416,Tuesday,3,11,2018,1,WALNUT CREEK--PIONEER HILL
20183240180,3134434.238,10099731.06,54:00.0,20/11/2018,354,Tuesday,3,11,2018,1,WALNUT CREEK--PIONEER HILL
20152501376,3136666.199,10093590.04,15:00.0,07/09/2015,1815,Monday,2,9,2015,1,WALNUT CREEK--PIONEER HILL
20171540339,3134077.224,10097723.05,50:00.0,03/06/2017,350,Saturday,7,6,2017,1,WALNUT CREEK--PIONEER HILL
20173150575,3132012.206,10095126.04,18:00.0,11/11/2017,1018,Saturday,7,11,2017,1,WALNUT CREEK--PIONEER HILL
2018671773,3137656.205,10094077.05,06:00.0,08/03/2018,2306,Thursday,5,3,2018,1,WALNUT CREEK--PIONEER HILL
20181281241,3134010.231,10098471.06,25:00.0,08/05/2018,1625,Tuesday,3,5,2018,1,WALNUT CREEK--PIONEER HILL
20151992023,3133347.024,10046517.95,33:00.0,18/07/2015,2233,Saturday,7,7,2015,2,SOUTHEAST
2017810022,3130835.022,10049118.95,00:00.0,21/03/2017,2000,Tuesday,3,3,2017,2,SOUTHEAST
20173280838,3131816.02,10053038.94,54:00.0,24/11/2017,1554,Friday,6,11,2017,2,SOUTHEAST
20173340563,3129237.026,10046408.96,00:00.0,29/11/2017,2000,Wednesday,4,11,2017,2,SOUTHEAST
20182991014,3125349.029,10047404.96,30:00.0,26/10/2018,1330,Friday,6,10,2018,2,SOUTHEAST
20161080482,3131344.023,10050940.95,35:00.0,17/04/2016,635,Sunday,1,4,2016,2,SOUTHEAST
20162960367,3126585.029,10045069.96,45:00.0,22/10/2016,745,Saturday,7,10,2016,2,SOUTHEAST
2017471882,3133551.023,10049234.95,35:00.0,17/02/2017,235,Friday,6,2,2017,2,SOUTHEAST
2018130095,3132663.026,10042509.96,21:00.0,13/01/2018,121,Saturday,7,1,2018,2,SOUTHEAST
20182310175,3133399.02,10051291.94,30:00.0,19/08/2018,130,Sunday,1,8,2018,2,SOUTHEAST
20152851099,3129588.029,10044570.96,20:00.0,12/10/2015,1520,Monday,2,10,2015,2,SOUTHEAST
20182211976,3133116.02,10053847.94,50:00.0,09/08/2018,2250,Thursday,5,8,2018,2,SOUTHEAST
20183150014,3133399.02,10051291.94,11:00.0,11/11/2018,11,Sunday,1,11,2018,2,SOUTHEAST
20151751575,3139620.138,10084176,22:00.0,24/06/2015,1822,Wednesday,4,6,2015,1,UNIVERSITY HILLS
20152391727,3137904.165,10088141.02,30:00.0,27/08/2015,2130,Thursday,5,8,2015,1,UNIVERSITY HILLS
20153340511,3139855.139,10084492,00:00.0,28/11/2015,1900,Saturday,7,11,2015,1,UNIVERSITY HILLS
20151392006,3138976.169,10088569.02,37:00.0,19/05/2015,2337,Tuesday,3,5,2015,1,UNIVERSITY HILLS
20162401090,3138856.162,10087518.02,22:00.0,27/08/2016,1422,Saturday,7,8,2016,1,UNIVERSITY HILLS
20162920823,3135764.162,10088036.01,30:00.0,13/10/2016,2030,Thursday,5,10,2016,1,UNIVERSITY HILLS
2017861938,3138856.162,10087518.02,54:00.0,27/03/2017,2254,Monday,2,3,2017,1,UNIVERSITY HILLS
20171171723,3138869.141,10084683,25:00.0,27/04/2017,2125,Thursday,5,4,2017,1,UNIVERSITY HILLS
20173021557,3138856.162,10087518.02,00:00.0,29/10/2017,2200,Sunday,1,10,2017,1,UNIVERSITY HILLS
20173211636,3138199.156,10086937.01,38:00.0,17/11/2017,1938,Friday,6,11,2017,1,UNIVERSITY HILLS
20173551498,3138199.156,10086937.01,39:00.0,21/12/2017,2039,Thursday,5,12,2017,1,UNIVERSITY HILLS
20173561170,3138199.156,10086937.01,58:00.0,22/12/2017,1758,Friday,6,12,2017,1,UNIVERSITY HILLS
20173591143,3138835.15,10085642.01,27:00.0,25/12/2017,2227,Monday,2,12,2017,1,UNIVERSITY HILLS
20173591151,3135764.162,10088036.01,31:00.0,25/12/2017,2231,Monday,2,12,2017,1,UNIVERSITY HILLS
2018141287,3138856.162,10087518.02,04:00.0,14/01/2018,2104,Sunday,1,1,2018,1,UNIVERSITY HILLS
2018151386,3138199.156,10086937.01,01:00.0,15/01/2018,2101,Monday,2,1,2018,1,UNIVERSITY HILLS
20182421856,3137897.153,10086526.01,00:00.0,30/08/2018,2300,Thursday,5,8,2018,1,UNIVERSITY HILLS
20182601774,3133826.182,10090983.02,25:00.0,17/09/2018,2125,Monday,2,9,2018,1,UNIVERSITY HILLS
20182731385,3138911.167,10088164.02,30:00.0,30/09/2018,1830,Sunday,1,9,2018,1,UNIVERSITY HILLS
20183211055,3139603.144,10084975,08:00.0,17/11/2018,1508,Saturday,7,11,2018,1,UNIVERSITY HILLS
20181500683,3135761.19,10092065.03,56:00.0,30/05/2018,1256,Wednesday,4,5,2018,1,UNIVERSITY HILLS
20181750268,3137811.156,10086766.01,45:00.0,24/06/2018,245,Sunday,1,6,2018,1,UNIVERSITY HILLS
20182590497,3139537.141,10084365,18:00.0,16/09/2018,518,Sunday,1,9,2018,1,UNIVERSITY HILLS
20183290048,3137910.16,10087647.01,43:00.0,25/11/2018,43,Sunday,1,11,2018,1,UNIVERSITY HILLS
20152530316,3138480.146,10085178,53:00.0,10/09/2015,653,Thursday,5,9,2015,1,UNIVERSITY HILLS
20153151459,3134135.169,10089038.02,07:00.0,11/11/2015,1907,Wednesday,4,11,2015,1,UNIVERSITY HILLS
20152150924,3139063.165,10088410.02,12:00.0,03/08/2015,1312,Monday,2,8,2015,1,UNIVERSITY HILLS
20153070406,3139620.138,10084176,28:00.0,03/11/2015,828,Tuesday,3,11,2015,1,UNIVERSITY HILLS
20161331716,3137871.152,10086478.01,41:00.0,12/05/2016,2241,Thursday,5,5,2016,1,UNIVERSITY HILLS
20162471280,3138199.156,10086937.01,04:00.0,03/09/2016,1704,Saturday,7,9,2016,1,UNIVERSITY HILLS
20162532100,3135610.165,10088316.01,10:00.0,09/09/2016,2310,Friday,6,9,2016,1,UNIVERSITY HILLS
2017670665,3139620.138,10084176,29:00.0,08/03/2017,1029,Wednesday,4,3,2017,1,UNIVERSITY HILLS
20173101005,3138199.156,10086937.01,41:00.0,06/11/2017,1441,Monday,2,11,2017,1,UNIVERSITY HILLS
201831498,3134642.159,10087478.01,34:00.0,03/01/2018,2234,Wednesday,4,1,2018,1,UNIVERSITY HILLS
2018351585,3136348.158,10087476.01,52:00.0,04/02/2018,2352,Sunday,1,2,2018,1,UNIVERSITY HILLS
2018970892,3138856.162,10087518.02,07:00.0,07/04/2018,1407,Saturday,7,4,2018,1,UNIVERSITY HILLS
20182740189,3138029.176,10089797.03,59:00.0,01/10/2018,459,Monday,2,10,2018,1,UNIVERSITY HILLS
20161230602,3111445.136,10084782.96,37:00.0,02/05/2016,1037,Monday,2,5,2016,10,WINDSOR ROAD
20161250745,3111752.133,10084697.96,10:00.0,04/05/2016,1210,Wednesday,4,5,2016,10,WINDSOR ROAD
201840975,3111056.137,10085076.96,30:00.0,04/01/2018,1830,Thursday,5,1,2018,10,WINDSOR ROAD
2018511600,3086968.325,10115246.07,57:00.0,20/02/2018,2257,Tuesday,3,2,2018,10,JESTER
2016471734,3097638.062,10051728.02,35:00.0,16/02/2016,2235,Tuesday,3,2,2016,5,WESTGATE
2016791464,3097781.063,10052084.02,25:00.0,19/03/2016,1725,Saturday,7,3,2016,5,WESTGATE
20163501905,3095740.066,10055547.02,33:00.0,15/12/2016,2333,Thursday,5,12,2016,5,WESTGATE
20173500915,3099389.056,10056202,40:00.0,16/12/2017,1540,Saturday,7,12,2017,5,WESTGATE
2016160312,3097724.06,10056481.01,28:00.0,16/01/2016,328,Saturday,7,1,2016,5,WESTGATE
2017770770,3095740.066,10055547.02,00:00.0,18/03/2017,900,Saturday,7,3,2017,5,WESTGATE
2017880750,3098930.058,10056987,47:00.0,29/03/2017,1147,Wednesday,4,3,2017,5,WESTGATE
20182270575,3096247.063,10056885.01,48:00.0,15/08/2018,948,Wednesday,4,8,2018,5,WESTGATE
20151621243,3099932.058,10055938,24:00.0,11/06/2015,1624,Thursday,5,6,2015,5,WESTGATE
20152192118,3098234.06,10056661.01,43:00.0,07/08/2015,2243,Friday,6,8,2015,5,WESTGATE
20161272104,3097111.063,10051583.02,15:00.0,06/05/2016,2315,Friday,6,5,2016,5,WESTGATE
20161272111,3097111.063,10051583.02,26:00.0,06/05/2016,2326,Friday,6,5,2016,5,WESTGATE
20162150947,3097535.062,10051642.02,45:00.0,02/08/2016,1445,Tuesday,3,8,2016,5,WESTGATE
2018411575,3096016.066,10056512.02,03:00.0,11/02/2018,3,Sunday,1,2,2018,5,WESTGATE
20182770315,3097509.06,10057724,04:00.0,04/10/2018,704,Thursday,5,10,2018,5,WESTGATE
20183410968,3097111.063,10051583.02,15:00.0,07/12/2018,815,Friday,6,12,2018,5,WESTGATE
20161700721,3106008.043,10055602.97,56:00.0,18/06/2016,1056,Saturday,7,6,2016,3,GALINDO
20182390248,3105675.043,10059953.97,28:00.0,27/08/2018,628,Monday,2,8,2018,3,GALINDO
201580688,3107762.038,10061072.95,45:00.0,08/01/2015,1145,Thursday,5,1,2015,3,GALINDO
20151221007,3107738.036,10061622.95,30:00.0,02/05/2015,1430,Saturday,7,5,2015,3,GALINDO
20152181821,3107738.036,10061622.95,38:00.0,06/08/2015,2138,Thursday,5,8,2015,3,GALINDO
20171281294,3106622.042,10056233.97,00:00.0,06/05/2017,2000,Saturday,7,5,2017,3,GALINDO
2018340598,3106240.041,10061983.96,22:00.0,03/02/2018,1322,Saturday,7,2,2018,3,GALINDO
20181021346,3107717.038,10061820.95,00:00.0,12/04/2018,1800,Thursday,5,4,2018,3,GALINDO
2015171531,3082517.088,10047880.1,00:00.0,17/01/2015,2000,Saturday,7,1,2015,8,BRODIE LANE
2016141123,3084779.084,10046655.1,00:00.0,13/01/2016,2200,Wednesday,4,1,2016,8,BRODIE LANE
20172661642,3081641.087,10046408.11,47:00.0,23/09/2017,2147,Saturday,7,9,2017,8,BRODIE LANE
201571399,3087286.083,10051109.07,46:00.0,07/01/2015,1846,Wednesday,4,1,2015,8,BRODIE LANE
20171841499,3086607.081,10050547.07,43:00.0,03/07/2017,1843,Monday,2,7,2017,8,BRODIE LANE
20183430718,3087286.083,10051109.07,00:00.0,08/12/2018,1600,Saturday,7,12,2018,8,BRODIE LANE
2018821109,3117414.141,10085836.97,00:00.0,23/03/2018,1300,Friday,6,3,2018,9,HYDE PARK
20172080863,3117125.144,10086261.97,46:00.0,27/07/2017,1246,Thursday,5,7,2017,9,HYDE PARK
20153090941,3119725.137,10085039.97,00:00.0,05/11/2015,1300,Thursday,5,11,2015,9,HYDE PARK
20162230085,3118534.141,10085775.97,14:00.0,10/08/2016,114,Wednesday,4,8,2016,9,HYDE PARK
20163420297,3117135.147,10086404.97,24:00.0,07/12/2016,724,Wednesday,4,12,2016,9,HYDE PARK
201831412,3116700.136,10085004.97,30:00.0,03/01/2018,1930,Wednesday,4,1,2018,9,HYDE PARK
201880003,3117290.146,10086613.97,30:00.0,07/01/2018,2330,Sunday,1,1,2018,9,HYDE PARK
2017690590,3115895.031,10051865.95,19:00.0,10/03/2017,919,Friday,6,3,2017,3,MCKINNEY
20153631027,3120683.03,10051087.95,42:00.0,29/12/2015,1442,Tuesday,3,12,2015,2,MCKINNEY
